"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-24.9130577387047","39.1051682810329","30.9943494018688","34.1346115887574","38.7736674369924","33.3984630599644","21.7821520799662","18.347069280194","15.5169875894729","11.6248159998918","14.3161459394903","11.3814924574335","12.6947444611314","10.4349146525184","15.8708814402684","10.6076357898925","12.9197578932998","11.2811932906832","12.2168430436348","13.7812486601176","16.1800096730379","17.0423595080455","11.9973399575166","9.73397739946579","10.9595785635957","9.63911034033596","4.5475881603467","3.45759847742611",
"American Samoa","ASM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","-0.316966134660281","6.13042288927998","7.35309017042781","3.39698134961025","3.49138708177491","1.61977716703044","-2.66136758362395","5.79389250364837","8.84355925614203","9.78847140941527","9.99274919708797","10.6691687677121","9.59098631661582","10.0509232210531","9.01365355902037","9.9730610034515","9.87681288612715","10.4110577657676","10.4558431566965","9.99362771137091","10.6116383233641","13.8062707699225","10.2668142637819","6.63621147031819","10.4403515213544","6.46306558772336","5.79459179057415","8.08000916287341","9.38767614087803","-2.514319060708","7.88878203338425","10.6268142600518","8.14853263915961","6.85576261673454","10.0904449048304","8.96995435447502","7.40806266963248","7.83657471966319","6.82913040505919","2.36242763396273","0.766250064542456",
"Australia","AUS","Real interest rate (%)","FR.INR.RINR","","2.20687630824645","5.57978872976952","3.27616686513296","1.72793752295935","2.26516405481221","2.62076587225935","0.483660437121897","3.25735644227312","1.07090883117849","1.68706263849002","1.96197957731489","0.78328849687972","-1.50351417773288","-6.01913182453814","-5.33823702457957","-3.59852635548445","-1.38456829639648","1.05090973121306","0.452319131583852","-0.034155469522268","2.10750797657351","1.41679528122806","2.05001023610124","3.37215131973244","7.39025865871911","7.93209409649117","7.5272786940245","6.44108972053912","6.61926385768692","9.67270856641165","10.0928694000248","8.97038290484152","8.47378114303393","7.98605796893548","8.02284437211133","6.83251279377306","5.81974300561342","5.48543427915609","6.06244473002337","5.03742396513488","2.11309686499572","3.42491500912025","3.521734658531","3.69820160551374","3.30633987264258","2.37559056746734","3.05741147567609","4.14891312869202","1.02113496523665","6.05753361383446","1.44573545489461","5.07816669856092","6.35335379636719","4.48213765898823","6.2367714233312","6.11671694146131","1.53810731236317","3.31965291300746","1.58246506184137","","","",
"Austria","AUT","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.017984953084","16.9546089911586","6.36757302509518","16.7690790545171","12.6244058764035","7.94230043681975","5.92029158128701","2.00903640930593","5.89581519410153","-1.56862426696238","-6.27259265102829","47.9010578481619","6.30070170030242","-2.88597938752249","15.0296068894244","17.6862204009871","19.3916777101463","28.9454418522707","1.48583383570765","0.318577982868449","4.691769977505","17.5649086189187","26.5368212837468","-4.24616359058951","-16.5094753854858",
"Burundi","BDI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","-0.451262623705508","-11.2032255104271","-3.76686094686617","19.2292447866872","5.98831967000174","5.23492170067308","-4.4500633974039","6.59678082210115","16.9803375465518","15.9633910730591","8.22173811135184","-2.40262500458507","5.99714246808453","8.34847759842348","7.83342951672532","5.59112035265415","7.0908334336198","-0.727268464698452","","","3.54367365832104","0.245048218192701","-16.6791975356856","2.73290368762483","18.2520363062058","5.61440230161237","4.51452118694419","-0.333712699963746","13.8331873120086","7.91511085222448","-6.19483253957242","3.27455750170274","3.5541539819574","4.49248695285009","0.0226856189418669","6.6643715965697","9.84057048451342","-4.93706084453044","13.1373077077255","3.00359677995969","18.1576757569898","13.5659023938111","5.87779867236684","4.00087067744541","-5.54308023707614",
"Belgium","BEL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59609815466937","2.5881456183227","4.3445629753372","-1.36233108364526","2.37742857428905","4.19549019095698","1.46803081679031","-2.46960852040217","3.83659295370063","5.5999917955037","4.26633438639015","4.58009973405583","7.32902771803383","6.05230816342888","7.11416977822067","3.55709341440007","4.55750151392328","",
"Burkina Faso","BFA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94407010067677","5.43552158413382","2.20437671811626","-3.82524863007166","2.51157897500392","1.28514116887426","-1.3885289905265","-0.741639727368065","7.57802019961703","5.99591815146962","7.54593907323847","2.62240552190937","5.02421161425245","5.62891377347395","5.74020227381419","-0.0195531900740785","6.42191919674695","",
"Bangladesh","BGD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","33.7950583515839","13.8615622627323","-12.2692196668971","-2.09486764747741","-5.98813218232577","1.1279847996914","1.1637738798396","2.43947329768899","3.02081321608478","-6.21192691521756","4.37450569365219","3.35321767892849","6.83736162271198","6.00688829654437","7.80321557561992","11.7189873524317","11.0503571312982","13.7409692658164","9.12576468789762","5.45528455877529","-5.16455193045819","8.8533210419986","7.8256481093584","8.97864304812787","8.99820323770434","9.25695571842855","8.38969935744544","5.88445428042499","5.58235561080853","5.76426911966502","5.46699380857848","5.7891114361705","4.66174256991608","6.14653833234923","4.73612356896119","5.06419768574575","5.3433326587313","5.98869390231371","6.88586627746747","5.51264431590569","-13.6421356407858","4.27654012014675","3.63431521340591","5.68953270704559","4.28920499408281","3.07621573507077","1.9724805729144",
"Bulgaria","BGR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.06847543134915","17.0524850892293","17.2611749773049","-23.9850694232532","139.963712504695","-69.1063590871261","-14.8320462898462","9.85227465676429","3.69017970070415","4.70518333130563","5.16085220850796","6.21782279154624","3.11585437265889","1.9388706045954","2.00086292470269","-0.948808156073662","2.55123088947284","7.11672275695575","10.3015196649202","4.25643950891177","8.50741174425561","8.96500635738516","6.83027908271963","4.37223831935397","2.97072316268845","0.59767121350457","0.69901881299073","-0.65569469327229","0.073400700051707","-2.81730779371093","-10.7038975766319",
"Bahrain","BHR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8990788801839","6.79616153081577","5.67650699259481","4.26721433414046","3.41972661628232","11.4748705922866","15.8180442537609","14.294301790096","3.15013764667973","10.4967030867902","12.099822197302","11.1609455375469","20.2848631275658","8.84268358322294","-14.1458564333436","14.545594665075","4.82736149404246","-0.283027354056363","-2.7810932210335","-5.19902924913246","-0.796745563030568","-0.156120281991427","-2.821019813817","24.061967721618","-0.180215875919306","-2.68453373074554","2.93184586033418","5.52961851204117","7.66732842513014","15.8862914503003","","","","","","","",
"Bahamas, The","BHS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","6.94438712188654","7.63923724785762","7.09268098912729","0.525916094331973","0.751287393305087","-5.68308500569577","7.0446906114033","4.7397402638044","7.58791858879084","1.72652926134251","4.38524364452782","2.26450422680909","7.40576480121871","7.05883980427061","3.73669961211572","6.28283688276845","4.02073544299569","8.38172804190316","4.59138662110409","5.90021921872135","5.70956037432645","-38.3765361322397","3.59157439480759","1.35688264456125","5.03087234206615","5.62697758445409","1.96182798147075","4.789804496847","4.74826080657444","0.462285094948552","4.63343166601008","2.47895542968892","3.95255121214989","6.60483148728574","5.91578891584344","5.9723845342931","1.43625303041743","4.93165832322047","1.05353208677673","-0.533451773905697","3.26166064615158","2.49662617721476","3.89980926895923","0.264794734544789","6.75346583996058","3.19886442129902","6.56586539125341",
"Bosnia and Herzegovina","BIH","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.32132479822521","9.32753985352751","7.94786451701257","3.22395325661375","0.198551998196067","0.918034767192961","-0.33261916821177","7.73269191530258","6.39214698970012","4.8804211518629","6.48156475456032","7.27647830344402","5.58529958954557","4.36356276459313","3.85348216269258","2.55542095381237","0.971534856173147","0.796048107245461","3.00786242008792","-1.58214354787943","-7.52399642231306",
"Belarus","BLR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-89.2993914570144","-85.188327207985","-87.8528574095541","-63.8872583532509","5.60715850970296","-23.2156559636886","-28.0828261471164","-63.7610254753623","-41.2295490634956","-18.1401862250371","-5.52846904718147","-5.13471710536815","-4.70086277728258","-6.39967128646699","-1.72187169631754","-3.80756564237613","-10.4472953590205","2.21157577281246","-1.86341918083728","-33.5969465949114","-31.8270993983236","-1.75161613885313","0.539099500344663","1.77558738411221","5.59252290950144","0.952995472556903","-3.07064988545488","0.411160006531488","-2.54329017531414","-4.51667137670177","-0.715194670307036",
"Belize","BLZ","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","23.1903458891037","6.35870007679895","4.70817806173288","16.698110159062","10.066283835776","4.1614032108592","9.47878640615184","11.4863406460769","-15.5464428436656","17.119033135173","10.5471135314537","12.2593725163916","11.8251845202343","9.85223446050124","13.1890529179649","18.0626802690723","13.7606297477983","18.25001055343","14.3874497321287","17.7564326611537","14.0133738108721","19.3045424100722","11.6059293154597","10.914043794749","10.6170486590322","10.1094380560353","10.2622897033073","16.9748059019734","11.4769186558585","8.06878091138805","11.6077856529912","9.47431762434749","9.65416342336953","10.2681071874288","7.57964922760775","6.24133392698675","9.01050806477237","9.20936168760373","9.33513535166602","7.94309445866802","1.07917761330373",
"Bermuda","BMU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3968389360058","18.950133752724","21.2807435628469","21.9711391744352","19.9321704103354","28.5447785836521","44.4076299315176","44.113155823089","35.5300943196563","39.7798687084604","41.9515996899941","30.2290511824943","32.1815221664532","27.9483957185946","17.8530979126692","17.3230579080153","10.658607712596","6.02233191168513","10.075668935121","-1.55933382958247","5.110629662656","3.16372004257628","15.1460374289772","1.04104152848921","-3.21717814892891","3.7671913920337","4.77002914125702","7.49119854684652","13.3088029026578","9.43472495453879","1.93142092312019","4.83325951778069","9.15598626568402","9.62509692030096","3.9064544922924","2.51180756897757",
"Brazil","BRA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4088449795992","77.6168379948237","67.0609170941772","48.5047281998625","45.6378187103224","48.3404374454115","46.4473988425047","43.7791527165785","44.6351688638607","41.2403264526711","35.0225154695215","35.3667577965037","34.7920096326271","29.1158055214655","32.8334595068102","26.5820905307869","18.4988444166435","22.403672441435","33.832343966101","40.6983614489962","41.7138078720244","33.1023342480424","31.9030727508498","21.1971796870516","16.7282511572977","28.7364912044128",
"Barbados","BRB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","-0.661277885775816","3.21289842090424","5.79891095229361","6.00547835606626","6.8088862143323","4.3925062866407","1.31568766994698","6.50089220163312","2.89551144155309","7.41201551811264","7.58061371444357","11.1819481266434","3.53751346699769","6.72488138016934","8.89347976720335","7.27686640865562","8.83542297490018","0.962936974933661","4.75174484420047","11.6646436233662","7.1663157659184","7.52383812960125","7.30263970881219","2.36722397218736","2.34273499304089","5.92332868897474","2.01752180054377","8.17647843258058","11.1309692360051","4.69100614687802","4.98476827592131","9.36704981150355","5.64600411998224","7.87445610706704","10.0624726260287","8.28885872515579","5.3100850526004","4.63594149579003","3.65243206262231","6.27040094197869","3.19087089740128","3.90086915089567",
"Brunei Darussalam","BRN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.541347546287","-5.46084714400853","-18.2270122953956","11.7488836451894","5.10668078537922","-0.569825437592307","-8.96238536172462","-11.1701021290985","-4.13249944166551","4.33102543162265","-6.38260335073912","35.4151176012295","-9.58818021268441","-12.2153799939922","4.22974924499965","8.56290831494367","7.48465830203156","28.0538773175567","16.1483169696267","0.520524537514073","-3.40231082388847","9.13889075270406","18.3581443058536","-8.63105577046672","-15.0814717318586",
"Bhutan","BTN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","7.18897913264329","7.31780575288758","4.39011349429467","7.97248684855115","7.29069382062003","13.7474442140584","0.0305555759323927","8.89335291621181","8.28079439731984","5.5614504990185","7.41504479344887","7.82073482727093","3.77606449683504","7.12532780843708","7.29550930423637","2.73953658209192","4.79124809639294","9.25846959914658","8.05755754595263","9.96157227305643","10.2172605840531","11.760749715161","10.891529942088","8.11803515911797","8.13901573143226","10.7296644567872","7.90793215258482","8.58536923127505","7.61646393135778","5.05915192771454","4.41479520402868","7.71480955493244","6.64419679566147","10.949291409393","9.35645672842581","2.78664670440696","12.7029482572567","10.5636784358971","8.2750971097639","5.92037271512586","7.75570752981766",
"Botswana","BWA","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","-1.55665498501236","9.72190950359581","19.7818913124324","4.25720165563903","-2.9689635091067","-9.27115319658157","-2.68386492166594","-2.39060478351003","-12.1141666209636","-5.26368231721475","1.48163823614738","6.3279789989736","6.90244634765956","1.63797026811854","4.06788524957293","6.77649370861717","-1.38848072123473","8.53034219713928","3.34968985507135","0.473255877886662","1.1458252370571","6.86638447526455","14.8447010075106","12.7261593572254","5.15195653567252","0.230180568544681","10.7498451318936","9.60660136551935","6.55459216778827","-1.17567655612691","3.50591061310511","-1.46761902810706","7.75460206016061","8.52647640000744","-0.551076776805184","4.06793571176667","-4.1150214814034","9.78419247897667","6.4391200606277","5.85851094935516","1.31348858837881","-2.86100710926494","-7.35993023387699",
"Central African Republic","CAF","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Real interest rate (%)","FR.INR.RINR","","3.08434502191211","4.34478612976806","3.52987247287691","2.83585531513651","1.91334464825834","0.99917351591182","1.44392139922629","2.74647409207131","2.98600171496345","11.6840478247858","1.47498851739188","0.164379092756994","-2.07677436560877","-4.17020138242983","-1.42441453679597","1.15664700746616","1.6702643303066","2.6780834824918","2.5672585017485","3.81089123801271","7.59505421805265","6.41882673104297","5.04816264344921","8.22548422041776","7.01089324133308","7.16404911930435","4.51298754467477","6.02002608262875","8.26516670894713","10.362805758869","6.6766405650628","5.92122346818007","4.58929908461354","5.34161483981042","6.24124783353636","4.31493790328593","3.77105927005848","6.79236177988972","4.42844742268115","2.77523979052002","4.17315132043514","2.91416358745355","1.39251007770278","0.715785247409594","1.26073559091866","3.16108205805931","2.71404280098465","0.704688623808158","4.83312171924355","-0.237699890817205","-0.236773175941093","1.76011033894486","1.23771669066581","1.03863897338225","3.67453345002429","1.96890523916422","0.12575223729819","","","","","",
"Central Europe and the Baltics","CEB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86552324585828","2.28284433688329","2.41305026833025","2.73934652630259","2.62294172480656","2.77842216227006","3.36510208636232","3.99644754248307","3.24890887051055","3.00636739533907","1.84900465333685","2.73966471699439","3.35750961859024","1.37651137331578","0.145920367675993",
"Channel Islands","CHI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","-1.21143326725315","4.0379119196106","5.4169263070713","-0.414447087716343","19.5621291631588","21.5546991944273","5.91842610932843","9.25942519853566","10.8603139972772","5.1332017037765","5.80121429960636","12.7672070621039","11.9419486808952","19.2406283274162","10.2119697726586","9.83487325076962","7.30156423999698","4.27461225161684","1.80102821278069","-1.77319533230522","-0.413027487114131","-3.87220104113202","3.40902444938121","12.910470194422","3.54597211734146","-3.76879580694704","5.58745777159754","9.22337834379692","6.84632643362524","2.1210253075598","0.534100504532929","0.982913241202724","-0.2626553008842","2.54731216137638","","","","",
"China","CHN","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","1.24163940019064","2.62034423009397","7.35067213106412","5.9740966695744","2.14955956380812","-2.07731742028397","3.10596122702334","2.70024322573094","-2.77203311299573","2.52069311954231","3.45164466688337","1.80431185412197","0.415635120093234","-3.65137209028093","-7.98974415244281","-1.41264819218145","3.35497047614036","6.91169889617116","7.3564784410471","7.20405034626707","3.71066408281746","3.72666388064358","4.67972434654675","2.63814663920854","-1.28281170436138","1.61327750255847","2.11057772495494","-0.25957058499886","-2.30561534324921","5.53112290680878","-1.00240121236093","-1.40242874658487","3.58520353008978","3.75538705506449","4.52230843258268","4.35307225209355","2.9018153892852","0.112553972368512","0.821501871671879","3.02438482176696","3.83860120466256","-0.193517051379866","2.05481331930138",
"Cote d'Ivoire","CIV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.76399145289525","3.33183089135264","1.61328996274159","-0.368943717783127","3.72473413500344","3.54338989640227","-0.428915663486719","5.46535041885889","2.34335749341271","0.891700761437536","0.361232955383729","6.55213666931005","6.24674820329224","","","","","",
"Cameroon","CMR","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2173325376996","22.2243516885822","18.8343422702032","24.6947702661556","29.5828258210722","26.3303502340471","21.2447386343973","16.1472335919849","17.5247381603604","20.7667503479097","14.0840565255683","-15.6902472336269","-4.77125575061414","19.6802003687004","21.228696044718","7.22788278421257","",
"Congo, Rep.","COG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55562592504498","13.8660467988377","11.1902745097908","14.2006591439475","-5.09823082650433","15.2865727569669","11.4580593676427","8.35840500361886","14.5466691682474","19.5413245385254","20.9582073177269","14.4388808944533","23.3781484628964","14.919570901239","-11.1379559197298","13.3324808386691","9.77520490167072","7.8237979777331","7.27050966250741","9.36261382966903","6.6972959736936","9.67644438040661","8.82101697806778","8.594547353573","5.3722240266131","4.54296484242238","8.65535095377731","8.90797441037777","8.44294935194344","8.78547373201402","9.03209505722629","8.13449112757923","7.15306948982847","7.46754725861942","8.24821841706166","1.55128009936522","1.28561366387507",
"Comoros","COM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4238779394224","17.2284160944343","3.10228896941749","7.51588248556845","6.39462200375769","7.36218094566545","10.6504754433318","7.16630934045214","6.7169660502541","7.13147593114977","9.42106333151304","8.67945345110222","7.23398648231259","5.97438246868747","8.59720640753865","9.58491678293437","11.0807969694683","8.63689163952244","10.0570269213592","8.50815066613836","6.03679877441353","7.37469560008337","7.81076914964434","2.73016461975176",
"Cabo Verde","CPV","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8910574338907","-6.76180795696853","6.05158979989857","8.84912547410197","10.317961028238","6.87490642579447","9.1606779539489","8.9675724192291","11.0051168391364","8.64532549783124","7.79575933290896","8.08633611987591","7.1469580783303","8.38767999616974","7.79979465489293","7.60946629930003","0.0828775830010061",
"Costa Rica","CRI","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","-32.1286215774237","-4.40660921000652","1.11872763178115","0.308143300869122","3.17598100548479","12.419108136438","8.28771467631588","12.0790023487497","11.8169670927405","-15.7177378520329","7.29312940896454","17.7345585105552","15.0041362268501","12.7509362973468","9.73199507004996","6.79872778244342","9.41156716916169","13.2465087557653","14.1690224928484","12.8615666321954","15.1473285612858","13.4978168199429","8.88855321289492","10.3018894841558","8.14628403171397","2.06443516258291","3.95222095446686","9.13571634587163","9.81159312923439","11.0452738936239","12.8696643566619","10.1329957088246","8.18791760020232","9.88706328781856","9.4938834652727","8.26983032566506","8.73920721889922","6.02471556786444","5.82052018322032","3.06530709370717","1.01661806500007",
"Caribbean small states","CSS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czechia","CZE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.73344202698548","0.69107450436928","3.65558250410311","2.40122877361731","4.51721118682281","2.73131645436628","5.47580748436066","5.22388531883616","2.19958760314902","3.89373823728846","4.5970173515188","1.90146355970694","5.67633304403742","4.90746073898372","2.17113143442282","4.15855750474576","3.31631730728405","7.41888979983558","5.73958603657205","3.89922745397054","3.5566504980595","2.01442643165214","3.25792951109147","2.73458177446628","2.25334930605008","0.949658716637955","-0.195325158058853","-0.933771769719319","-0.121636429790334","-3.98198719711668",
"Germany","DEU","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
